Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Maple Bacon Monkey Bread,4.8,This monkey bread recipe is a blend of two existing recipes. The idea was courtesy of the St. Louis Post Dispatch. It's a sweet monkey bread with a special ingredient — salty bacon!,30 mins,55 mins,1 hr 35 mins,16,"cooking spray | 1 (12 ounce) package bacon | ½ cup margarine | ¾ cup packed dark brown sugar | ½ cup maple syrup | ¾ cup white sugar | 2 teaspoons ground cinnamon | 2 (16.3 ounce) packages refrigerated biscuit dough, separated and cut into quarters",,30.0,55.0,95.0,10.0,D,Short Wait,Wait time 1-30 min,American
Instant Pot Vegan Bulgogi,5.0,"Marinated mushrooms are cooked in the Instant Pot, creating a flavorful vegan bulgogi you can serve over rice or noodles.",20 mins,30 mins,1 hr 20 mins,5,"2 ½ cups cremini mushrooms | 1 ½ cups oyster mushrooms | ½ cup brown champignon mushrooms | 2 cups clamshell (shimeji) mushrooms, trimmed | 1 small onion, chopped | 1 shallot, minced | 1 (1 inch) piece fresh ginger, grated | 1 clove garlic, minced | 1 teaspoon vegetable oil | ½ cup low-sodium vegan vegetable broth | ½ cup reduced-sodium tamari | ¼ cup Asian pear, peeled and shredded | 3 tablespoons brown rice syrup | 2 tablespoons sesame oil | 2 tablespoons gochujang (Korean hot pepper paste), or to taste | 1 tablespoon Chinese rice wine vinegar | 2 tablespoons cool water | 2 tablespoons cornstarch | 2 green onions, chopped | 1 tablespoon black sesame seeds | 1 tablespoon sesame seeds",https://www.allrecipes.com/thmb/b8j59b_9ipfmu_5eFJoIGpPmRx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7641201-36e098282a8446149e30888aa6bff506.jpg,20.0,30.0,80.0,30.0,D,Short Wait,Wait time 1-30 min,Other
German Chocolate Thumbprint Cookies,4.5,"A chewy chocolate cookie topped with a German chocolate icing. Very good, and they freeze wonderfully if you have any left to freeze. Do not substitute canned frosting or you will be disappointed.",15 mins,26 mins,46 mins,60,"1 cup white sugar | 1 cup evaporated milk | ½ cup butter | 1 teaspoon vanilla extract | 3 egg yolks, beaten | 1 ½ cups flaked coconut | 1 ½ cups chopped pecans | 1 (18.25 ounce) package German chocolate cake mix | ⅓ cup butter, melted",,15.0,26.0,46.0,5.0,D,Short Wait,Wait time 1-30 min,American
Spicy Butternut Squash and Carrot Soup,4.0,This butternut squash and carrot soup is by far one of the best soups I've made and I constantly find myself making it over and over again! It's savory and goes great with toasted bread.,15 mins,30 mins,45 mins,4,"1 medium butternut squash, peeled and cut into 2-inch cubes | 3 carrots, peeled and cut into thirds | 2 tablespoons olive oil, divided | 1 tablespoon curry powder | 2 teaspoons chili powder | 2 teaspoons coarsely ground black pepper | 1 pinch salt | ½ medium yellow onion, chopped | 1 habanero pepper, seeded and chopped, or more to taste | 4 cloves garlic, diced | 4 cups water, or more to taste | 2 cubes chicken bouillon",https://www.allrecipes.com/thmb/KE1jNQpPL32ekLu3toDtdYcTQDk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7903740-f526a2cae21545559a0645c0d823331c.jpg,15.0,30.0,45.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Pumpkin Pie Overnight Oats,5.0,Warm spices and a hint of brown sugar mixed with pumpkin signal that fall is in the air. This grab-and-go breakfast tastes like Thanksgiving.,10 mins,,8 hrs 10 mins,1,½ cup rolled oats | ⅔ cup Almond Breeze Original almondmilk | 3 tablespoons canned pumpkin puree | 2 teaspoons brown sugar | ¼ teaspoon pumpkin pie spice | 1 tablespoon shelled roasted pepitas,https://www.allrecipes.com/thmb/XMdOyvm7EXuZDOFCWQwoF0UNHgk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9397704-065f1f32f7fb43c88379e75757488c2f.jpg,10.0,,490.0,480.0,,,,American
Shrimp Egg Foo Young,4.6,"This egg foo young recipe includes a delicious sauce to put on top of the patties. This is a very special recipe acquired when I worked at a Chinese restaurant to pay for my red 1966 VW bug when in high school! The recipe card is tattered and spotted now, but the dish is the best egg foo young I have ever had. To serve, place egg patty over steamed rice and put the sauce on top.",5 mins,20 mins,25 mins,4,"8 ounces fresh bean sprouts | 1 cup cooked small shrimp | 4 large eggs | ⅓ cup thinly sliced green onions | ¼ teaspoon garlic powder | 2 tablespoons vegetable oil | 3 cups chicken broth | 2 tablespoons cornstarch | 2 tablespoons sugar | 2 tablespoons Chinese cooking wine, sherry, or apple cider vinegar | 2 tablespoons soy sauce",https://www.allrecipes.com/thmb/uwbZKXU6mzFEHCHJEIFAOlpsbLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/163370-ShrimpEggFooYoung-ddmfs-4X3-0724-bff6046f788b4acaa1692192d130d0ef.jpg,5.0,20.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Chinese
Award-Winning White Chicken Chili,4.8,This crockpot white chicken chili recipe is easy to make in your slow cooker. It's won several chili competitions and is a definite crowd-pleaser!,15 mins,8 hrs 5 mins,8 hrs 20 mins,10,"1 (14 ounce) can chicken broth | 1 (10.5 ounce) can condensed cream of chicken soup | 1 (4 ounce) can chopped green chile peppers | 1 (1.25 ounce) package taco seasoning | 1 ¼ pounds skinless, boneless chicken breast | 2 (15 ounce) cans great northern beans | 1 (15 ounce) can white corn, drained | ½ cup sour cream | ½ cup shredded pepper Jack cheese, or to taste",https://www.allrecipes.com/thmb/MZhZFqfyoSrxncZvlwgYAjVFCWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/255245-award-winning-white-chicken-chili-DDMFS-beauty-4x3-f331b9d106064e029b3d3fa40cedc7ee.jpg,15.0,485.0,500.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Instant Pot Turkey Breast,4.6,"This Instant Pot turkey breast is the moistest I have ever made. I usually cook this in the slow cooker all day, but it turns out so much better in the Instant Pot. I couldn't believe that I had such a wonderful meal ready in less than an hour!",10 mins,35 mins,1 hr 5 mins,8,"1 (1 ounce) package onion soup mix | 1 (6 pound) turkey breast, thawed | 2 ribs celery, cut into large chunks | 1 onion, cut into large chunks | 1 cup chicken broth | 2 tablespoons water | 1 tablespoon cornstarch, or more as needed",,10.0,35.0,65.0,20.0,D,Short Wait,Wait time 1-30 min,American
Nut Filling for Kolacky Cookies,4.9,Delicious walnut filling for Kolacky Cookies.,,,,24,½ pound ground walnuts | 2 egg whites | ½ cup super fine sugar,https://www.allrecipes.com/thmb/6kmdr1BErkFnRXfUxLGNu9ZX6Js=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/758407-b258713bb1f54b58a8661240d1f4ecf1.jpg,,,,,,,,Other
Peanut Butter Balls,4.7,"The recipe for these peanut butter balls came from my 96-year-old neighbor, Mrs. Lucille Savage. She still makes them at Christmas, and now I do, too. Peanut butter balls are always a crowd favorite with a hardened chocolate coating and a smooth, creamy, melt-in-your-mouth peanut butter filling. This recipe delivers an unexpected but delightful crunch, thanks to the addition of crisp rice cereal. Decorate your peanut butter balls with sprinkles or other candy coatings just after dipping, or drizzle melted chocolate over the top.",30 mins,5 mins,3 hrs 35 mins,48,2 ½ cups creamy peanut butter | ½ cup butter | 4 cups confectioners' sugar | 3 cups crisp rice cereal | 2 cups semisweet chocolate chips,,30.0,5.0,215.0,180.0,E,Long Wait,Wait time > 30 min,American
Roasted Rutabaga and Squash Soup,3.8,"A delicious, easy to make rutabaga soup for brisk winter evenings.",30 mins,1 hr 5 mins,1 hr 35 mins,6,"1 large rutabaga, peeled and diced | ½ butternut squash - peeled, seeded, and diced | 1 large sweet potato, peeled and diced | 4 cloves garlic | 1 tablespoon herbes de Provence | salt and ground black pepper to taste | ¼ cup olive oil | 4 cups milk | 2 tablespoons butter",https://www.allrecipes.com/thmb/Ol9nbdBoL7hrp8Pqdt1fqGoYdzc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/278186roasted-rutabaga-and-squashsoupFranceC4x3-72b812ded42f4f34a7cce3ecd56e3564.jpg,30.0,65.0,95.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Jalapeno Pesto,4.8,"A delicious, spicy take on your original Italian pesto.",10 mins,,10 mins,14,"¼ cup walnuts | 2 cloves garlic | 2 cups packed fresh basil leaves | ¾ cup shredded Parmagiano-Reggiano cheese | 1 jalapeno pepper, stem removed | ⅔ cup olive oil | salt and ground black pepper to taste",https://www.allrecipes.com/thmb/dW8Ek4SvbiIy_qc51z3rRWBs6Fk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4534148-5b173db59e5c43908d8ed40d1bb4a26a.jpg,10.0,,10.0,0.0,,,,Italian
Pasta Fazoolander,4.6,This pasta fazoolander recipe is the answer to anyone claiming they don't have enough time to cook after a long day at work. This entire recipe takes about 30 minutes from start to finish. It's the kind of dish you really want to savor on a chilly winter day.,10 mins,20 mins,30 mins,4,"1 ½ tablespoons olive oil | 1 teaspoon tomato paste | 1 anchovy fillet, chopped | 4 cups chicken broth | 1 cup dry cheese tortellini | 1 (15 ounce) can white beans, rinsed and drained | 1 pinch red pepper flakes, plus more for garnish | 1 pinch dried oregano | salt and ground black pepper to taste | 2 cups baby spinach leaves | ¼ cup grated Parmesan cheese",,10.0,20.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Italian
Romaine Salad with Orange and Olives,5.0,"This is a mild, refreshing, and citrusy salad that will wake up your taste buds. A handful of pomegranate arils is also a nice option for garnish.",10 mins,,10 mins,4,"⅓ cup extra-virgin olive oil | ¼ cup freshly squeezed orange juice | 1 teaspoon white wine vinegar | salt and freshly ground black pepper to taste | 2 heads romaine lettuce, torn into bite-size pieces | 1 bunch arugula | 1 orange, peeled and segmented | ½ cup pitted kalamata olives | ½ small red onion, thinly sliced | 2 tablespoons toasted pine nuts",https://www.allrecipes.com/thmb/6Q0yrh9K6__sIr7XwJJfgeYrYVY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1666456743Citrus20and20Olive20Salad-2000-2942bdb1b6ac4b5c843221914d93c61a.jpeg,10.0,,10.0,0.0,,,,Other
Sky-High Yorkshire Pudding,4.3,These sky-high Yorkshire puddings are baked in muffin cups. They have lots of airy pockets for collecting yummy gravy. I came up with this recipe while cooking a roast beef dinner.,15 mins,35 mins,50 mins,12,2 cups all-purpose flour | 4 large eggs | 2 cups milk | ¼ cup vegetable oil,,15.0,35.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Asparagus and Mushroom Quiche,4.6,"This quiche features a delicious symphony of asparagus, portobello mushrooms, crispy bacon, and onion that will leave your taste buds hungry for more. It is perfect for breakfast, brunch, lunch, or dinner.",25 mins,55 mins,1 hr 20 mins,6,"5 slices bacon | 2 tablespoons olive oil | 1 small onion, cut into 1/2-inch pieces | 1 cup portobello mushrooms, stem and ribs removed, cut into 1-inch pieces | 1 cup chopped fresh asparagus | 1 (8 inch) unbaked pie shell | 1 large egg white, lightly beaten (Optional) | 1 cup shredded sharp Cheddar cheese | ¼ cup crumbled feta cheese | 2 large eggs | ¾ cup half-and-half cream | ½ teaspoon salt | freshly ground black pepper to taste",https://www.allrecipes.com/thmb/bbqCfslx_hvi6Oobq5-8R9KOZAc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/47918-9eb8f8d00e7f4fdc84dedf1848bb3a81.jpg,25.0,55.0,80.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Instant Pot Mushroom Risotto,4.8,This delicious Instant Pot risotto with tender mushrooms and Parmesan cheese is so simple and fuss-free to make. It tastes like a fancy dish ordered at an Italian restaurant! You'll probably start making risotto in your pressure cooker far more often after you try this recipe.,15 mins,30 mins,50 mins,4,¼ cup unsalted butter | ¼ cup olive oil | 3 cups diced mushrooms | 1 cup chopped onion | 1 sprig rosemary | 1 ½ cups Arborio rice | ¾ cup white wine | 1 quart chicken or vegetable stock | salt and ground black pepper to taste | ½ cup grated Parmesan cheese,,15.0,30.0,50.0,5.0,D,Short Wait,Wait time 1-30 min,Italian
Dutch Apple Cake,4.6,"This is another great cake for the fall. When apples are plentiful and delicious there are so many ways to thank mother nature for its bounty. I pick a lot of the wild apples in the fall, and turn them into great desserts.",,,,15,"½ cup shortening | 1 cup white sugar | 1 egg | 1 ½ teaspoons vanilla extract | 1 ½ cups all-purpose flour | 1 tablespoon baking powder | ½ teaspoon salt | ¾ cup milk | 2 apples - peeled, cored and cut into eighths | ¼ cup white sugar | 1 teaspoon ground cinnamon",https://www.allrecipes.com/thmb/J0h-eXs7qXBwA9zfRLCqkoDFUl0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4554711-a7a910516f2d4ca5998170aee4675e1a.jpg,,,,,,,,American
Grilled Fish Steaks,4.8,Simple grilled fish fillets full of flavor thanks to an easy marinade made with fresh lemon juice and herbs. My husband is not much of a fish lover but when I cook these halibut fillets on the grill he always enjoys it!,10 mins,10 mins,1 hr 20 mins,2,"6 tablespoons olive oil | 1 tablespoon fresh lemon juice | 1 tablespoon chopped fresh parsley | 1 clove garlic, minced | 1 teaspoon dried basil | 1 teaspoon salt or to taste | 1 teaspoon ground black pepper | 2 (6 ounce) fillets halibut",https://www.allrecipes.com/thmb/_1CV_JgzBZgmiQC_EUqWdqQxYuk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-25871-grilled-fish-steaks-ddmfs-4x3-beauty-081464b5cffb4d27b3471064fd88b520.jpg,10.0,10.0,80.0,60.0,E,Long Wait,Wait time > 30 min,American
Chocolate Chip Belgian Waffles,4.9,This recipe yields the fluffiest Belgian waffles with melty chocolate chips on the inside.,5 mins,10 mins,15 mins,3,1 large egg | 1 cup all-purpose flour | 7 fluid ounces milk | ⅓ cup chocolate chips | ¼ cup vegetable oil | 1 tablespoon white sugar | 2 teaspoons baking powder | ¼ teaspoon vanilla extract | ⅛ teaspoon salt | nonstick cooking spray,https://www.allrecipes.com/thmb/SVyixrYaCpbc0xFYRnjCnxAjnP0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Chocolate-Chip-Belgian-Waffles-2000-ce0a7236282c43bf90f9fa3d6e2054ff.jpeg,5.0,10.0,15.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Sous Vide Steak,4.7,Learn how to cook sous vide steak with this recipe. The meat comes out beautifully tender when cooked this way. Throw it on the grill afterward for extra flavor and color.,5 mins,2 hrs 5 mins,2 hrs 10 mins,4,4 (10 ounce) strip steaks | salt and freshly ground black pepper to taste,https://www.allrecipes.com/thmb/JQHvO503ReUz-iA1VpgXjOa84Ok=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6892313-149ba0765b9a434e8193eccaf080037b.jpg,5.0,125.0,130.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Pumpkin Pie Bread,4.7,This quick bread recipe tastes like pumpkin pie. Tastes best when served the next day.,15 mins,1 hr,1 hr 15 mins,24,3 ½ cups all-purpose flour | 2 teaspoons baking soda | 1 teaspoon baking powder | 3 teaspoons pumpkin pie spice | 1 teaspoon salt | 3 cups white sugar | 1 cup vegetable oil | 4 eggs | 1 (15 ounce) can pumpkin puree | ½ cup water,https://www.allrecipes.com/thmb/xn2ethrOdxWZ9LK5A2DlKpo1jJE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4103554-e91ae84def6a4a3598fb4633fc4d08fe.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Instant Pot Navy Bean and Ham Soup,4.7,This Instant Pot navy bean soup with ham is a meal the whole family will love. I use a package of Hurst's navy beans for this recipe but feel free to use any brand.,15 mins,1 hr 10 mins,1 hr 45 mins,10,"1 tablespoon olive oil | 2 stalks celery, chopped | 2 carrot, shredded | 1 onion, chopped | 2 tablespoons minced garlic | 6 cups chicken broth | 1 (24 ounce) package dried navy beans (such as Hurst's®) | 1 teaspoon paprika | 1 teaspoon ground thyme | 1 pound fully cooked ham, cut into 1/2-inch cubes | 1 (14.5 ounce) can diced tomatoes, undrained | salt and freshly ground pepper to taste",https://www.allrecipes.com/thmb/Q2nHZea7Hf_rdmruzxZX36Jwjn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9442583-c469afad4bf648e8aa3c214131a2cb7f.jpg,15.0,70.0,105.0,20.0,D,Short Wait,Wait time 1-30 min,American
Spiced Chai Overnight Oats,4.2,"Save calories, while keeping a hearty portion, by using apple butter and chai tea to flavor the oats, without added sugars. If you need a little something extra on top, try adding toasted pecans, a chopped banana, or fresh blueberries. Serve chilled or microwave for 1 minute for a hot dish.",5 mins,,2 hrs 5 mins,1,½ cup rolled oats | ½ cup brewed chai tea | ½ cup unsweetened almond milk | 2 tablespoons apple butter,https://www.allrecipes.com/thmb/oYMRKNCqt_29ZvW1VCmau540Ut4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9443405-ae049b062e134ff9b168e2b81a8de800.jpg,5.0,,125.0,120.0,,,,American
Apple-Potato Latkes,,"A nontraditional approach to a potato latke. The shredding is done using a spiralizer, and the apple and maple syrup give you just enough sweetness to make these different. Good topped with sour cream or applesauce.",15 mins,5 mins,20 mins,4,"1 russet potato, peeled | 1 firm apple, peeled | 1 egg, lightly beaten | 3 tablespoons all-purpose flour | 1 teaspoon maple syrup | ½ teaspoon sea salt | 1 pinch ground nutmeg | 2 tablespoons vegetable oil, or as needed",https://www.allrecipes.com/thmb/ldSBPGFxqlkJAJ-ng7elO8N8YM0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3886526-7b0aa25d0b7047c5995db9634bdcffc1.jpg,15.0,5.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Other
Mini Hot Chicken and Waffle Sliders,,"If you like hot chicken, you'll love these mini sliders. The waffles are slightly sweet and pair perfectly with the salty chicken and spicy sauce. Dill pickles and slaw add tang and crunch, delivering the perfect bite. They're easy to make and I promise, they'll be the hit of the party! A fun addition to a brunch menu, and great for a football party alongside an ice cold beer.",20 mins,15 mins,35 mins,10,"cooking spray | 1 (16 ounce) package frozen chicken nuggets | ¼ cup butter | 2 tablespoons maple syrup | 1 tablespoon canola oil | 1 tablespoon brown sugar | 1 tablespoon ground paprika | 2 teaspoons cayenne pepper | 1 teaspoon kosher salt | ½ teaspoon garlic powder | ½ teaspoon ground black pepper | 1 tablespoon water, or more if needed | 1 (11 ounce) package mini waffles (such as Kellogg's® Eggo®) | 1 cup prepared slaw | 20 small dill pickle slices",https://www.allrecipes.com/thmb/cfFMW2zDH92KmgHih-GoTbkI8-8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9397999-73a96ce288854664a61a20438b55900e.jpg,20.0,15.0,35.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
